ano;disciplina;alunos_distintos;media_notas;mediana_notas;menor_nota;maior_nota;quantidade_notas;frequencia_media;total_faltas_horas;percentual_notas_abaixo_6;registros
2024;DIARIO CLASSE TEPEC I 2B 1BIM 2024;13;7,65;7,75;5,5;10,0;12;100,0;0,0;16,67;13
2024;DIARIO CLASSE TEPEC I 2B 2BIM 2024;13;6,49;7,15;0,0;8,3;12;94,44;20,0;16,67;13
2024;DIARIO CLASSE TEPEC I 2B 3BIM 2024;13;7,58;8,5;0,0;10,0;12;94,44;16,0;16,67;13
2024;DIARIO CLASSE TEPEC I 2B 4BIM 2024;13;7,98;9,0;0,0;10,0;12;94,44;14,0;8,33;13
2024;DIREITO A 1º B ASSIN;19;6,92;8,0;0,0;10,0;19;70,39;90,0;15,79;19
2024;DIREITO A 2ºB ASSI;19;6,84;8,0;0,0;10,0;19;70,39;90,0;26,32;19
2024;DIREITO B 1ºBIM ASSIN;11;7,62;8,0;0,0;10,0;10;82,5;28,0;10,0;11
2024;DIREITO B 2ºBIM ASSIN;11;7,0;7,5;0,0;10,0;10;87,5;28,0;10,0;11
2024;DIÁRIO 1º A I CONTABILIDADE ECON 2024 1ºBIM ASSINADO;29;4,2;5,15;0,0;9,2;28;59,69;158,0;53,57;29
2024;DIÁRIO 1º A I CONTABILIDADE ECON 2024 2ºBIM;31;2,98;1,1;0,0;9,4;29;38,51;321,0;68,97;31
2024;DIÁRIO 1º A I CONTABILIDADE ECON 2024 2ºBIM ASSINADO;31;2,98;1,1;0,0;9,4;29;38,51;321,0;68,97;31
2024;DIÁRIO 1º A I CONTABILIDADE ECON 2024 3ºBIM ASSINADO;31;2,62;0,0;0,0;8,4;30;31,85;368,0;70,0;31
2024;DIÁRIO DE CLASSE ECONOMIA POLÍTICA TURMA A QUARTO BIMESTRE ANO LETIVO 2024;16;5,16;7,0;0,0;10,0;16;65,45;76,0;37,5;16
2024;DIÁRIO DE CLASSE ECONOMIA POLÍTICA TURMA B QUARTO BIMESTRE ANO LETIVO 2024;13;7,5;7,75;6,0;9,5;12;96,82;2,0;0,0;13
2024;EC 3 BIMESTRE 2024;28;4,09;7,0;0,0;8,0;27;43,21;276,0;48,15;28
2024;ECO.MONETARIA1BIMESTRE;24;6,31;6,8;0,0;9,2;24;75,27;191,0;25,0;24
2024;ECON 2 BIMESTRE;28;4,76;8,0;0,0;8,5;27;58,02;204,0;40,74;28
2024;ECONOMETRIA - 1O BIMESTRE;19;6,52;7,0;0,0;9,0;19;76,61;160,0;10,53;19
2024;ECONOMETRIA - 2O BIMESTRE;22;6,17;7,0;0,0;8,5;22;82,54;146,0;31,82;22
2024;ECONOMETRIA - 3O BIMESTRE;22;7,59;8,0;0,0;10,0;22;75,76;192,0;9,09;22
2024;ECONOMETRIA - 4O BIMESTRE;22;8,53;9,5;0,0;10,0;22;75,4;184,0;9,09;22
2024;ECONOMIA DO MEIO AMBIENTE 1BIMESTRE;22;6,5;7,35;0,0;9,3;22;77,84;78,0;18,18;22
2024;ECONOMIA E MEIO AMBIENTE 2BIMESTRE;22;8,17;9,8;0,0;10,0;22;63,13;146,0;13,64;22
2024;ECONOMIA E MEIO AMBIENTE 3BIMESTRE;22;8,16;9,0;0,0;10,0;22;81,31;74,0;13,64;22
2024;ECONOMIA E MEIO AMBIENTE 4BIMESTRE;22;7,98;9,0;0,0;10,0;44;73,48;140,0;13,64;44
2024;ECONOMIA INDUSTRIAL REGISTRO DE CLASSE;26;6,78;7,75;0,0;10,0;52;73,93;244,0;25,0;52
2024;ECONOMIA INDUSTRIAL-1B-LAIO;26;9,06;10,0;0,0;10,0;26;96,15;20,0;3,85;26
2024;ECONOMIA INDUSTRIAL-2B-LAIO;26;8,02;8,1;0,0;10,0;26;96,15;20,0;3,85;26
2024;ECONOMIA MONETARIA 4BIMESTRE;24;8,22;9,1;0,0;9,5;24;73,4;166,0;8,33;24
2024;ECONOMIA MONETÁRIA 2BIMESTRE;24;6,73;7,65;0,0;9,7;24;64,69;322,0;16,67;24
2024;ECONOMIA MONETÁRIA 3BIMESTRE;24;7,41;8,85;0,0;9,0;24;77,94;180,0;16,67;24
2024;ECONOMIA PARANAENSE 1BIME ANDRE BECHLIN;24;5,51;5,7;0,0;8,4;24;82,08;86,0;54,17;24
2024;ECONOMIA PARANAENSE 2BIME ANDRE BECHLIN;24;6,04;6,7;0,0;9,6;24;78,75;102,0;37,5;24
2024;ECONOMIA PARANAENSE 3BIME ANDRE BECHLIN;24;7,54;9,0;0,0;9,5;24;82,87;74,0;16,67;24
2024;ECONOMIA PARANAENSE 4BIME ANDRE BECHLIN;24;7,45;9,0;0,0;10,0;24;82,14;60,0;16,67;24
2024;ECONOMIA PRIM BIM;28;5,56;7,5;0,0;7,5;27;72,02;136,0;25,93;28
2024;ECONOMIA REGIONAL URBANA 1BIME ANDRE BECHLIN;22;5,13;5,65;0,0;8,2;22;77,73;98,0;68,18;22
2024;ECONOMIA REGIONAL URBANA 2BIME ANDRE BECHLIN;22;6,75;7,55;0,0;10,0;22;74,09;114,0;27,27;22
2024;ECONOMIA REGIONAL URBANA 3BIME ANDRE BECHLIN;22;7,27;8,2;0,0;10,0;22;77,27;90,0;13,64;22
2024;ECONOMIA REGIONAL URBANA 4BIME ANDRE BECHLIN;22;8,34;9,85;0,0;10,0;22;77,27;70,0;13,64;22
2024;FORM. ECO. DO BRASIL 3BIMESTRE;12;6,73;9,15;0,0;9,9;12;76,67;56,0;33,33;12
2024;FORM. ECON. DO BRASIL 2BIMESTRE;12;6,63;7,95;0,0;9,1;12;76,85;50,0;16,67;12
2024;FORM. ECON. DO BRASIL 4BIMESTRE;12;7,92;9,0;0,0;10,0;12;78,57;36,0;16,67;12
2024;FORMAÇÃO ECONÔMICA DO BRASIL 1BIME ANDRE BECHLIN;20;5,17;5,65;0,0;8,9;20;74,5;102,0;60,0;20
2024;FORMAÇÃO ECONÔMICA DO BRASIL 2BIME ANDRE BECHLIN;20;6,17;7,65;0,0;10,0;20;68,0;128,0;25,0;20
2024;FORMAÇÃO ECONÔMICA DO BRASIL 3BIME ANDRE BECHLIN;20;6,55;8,75;0,0;9,5;20;71,67;102,0;25,0;20
2024;FORMAÇÃO ECONÔMICA DO BRASIL 4BIME ANDRE BECHLIN;20;4,42;5,05;0,0;7,8;20;73,57;74,0;65,0;20
2024;INSTITUIÇÕES DE DIREITO E DIREITO TRIBUTÁRIO;19;7,67;8,0;0,0;10,0;20;80,41;100,0;10,0;38
2024;INTRODUÇÃO ECONOMIA 1BIME ANDRE BECHLIN;29;4,8;5,95;0,0;10,0;28;70,3;316,0;50,0;29
2024;INTRODUÇÃO ECONOMIA 2BIME ANDRE BECHLIN;29;4,3;4,1;0,0;10,0;26;51,73;502,0;57,69;29
2024;INTRODUÇÃO ECONOMIA 3BIME ANDRE BECHLIN;29;4,12;0,0;0,0;10,0;26;44,44;520,0;53,85;29
2024;INTRODUÇÃO ECONOMIA 4BIME ANDRE BECHLIN;29;4,13;0,0;0,0;10,0;26;41,28;458,0;57,69;29
2024;INTRODUÇÃO À CONTABILIDADE;30;5,02;6,8;0,0;8,7;28;61,21;164,0;39,29;30
2024;INTRODUÇÃO À CONTABILIDADE (12524) CAMPUS DE CAMPO MOURÃO (BIMESTRAIS OU SEMESTRAIS);31;3,15;0,0;0,0;10,0;30;34,85;430,0;66,67;31
2024;LIVRO 2B DESENVOLVIMENTO SOCIOECONÔMICO;21;7,24;8,0;0,0;8,5;21;100,0;0,0;9,52;21
2024;LIVRO 2B EC. INTERNACIONAL;22;7,81;8,0;7,5;8,0;18;97,48;20,0;0,0;22
2024;LIVRO 2B TEPEC II PDF;26;7,94;9,25;0,0;10,0;26;84,62;116,0;15,38;26
2024;LIVRO 3B DESENVOLVIMENTO SOCIOECONÔMICO CERTO;21;8,5;8,5;8,5;8,5;21;100,0;0,0;0,0;21
2024;LIVRO 3B ECONOMIA INTERNACIONAL;22;9,05;9,0;8,5;10,0;22;100,0;0,0;0,0;22
2024;LIVRO DESENVOLVIMENTO SOCIOECONÔMICO 4B;21;8,29;9,0;4,0;10,0;21;100,0;0,0;19,05;21
2024;LIVRO ECONOMIA INTERNACIONAL 4B;22;8,5;8,5;8,5;8,5;22;100,0;0,0;0,0;22
2024;LIVRO TEPEC II 3B;25;8,45;9,0;0,0;10,0;21;95,45;22,0;4,76;25
2024;LIVRO TEPEC II 3B VERSO;1;0,0;0,0;0,0;0,0;1;33,33;22,0;100,0;1
2024;LIVRO TEPEC II 4B;25;7,12;9,0;0,0;10,0;25;83,2;42,0;20,0;25
2024;MACROECONOMIA - 1 BIMESTRE;24;7,26;7,4;2,5;9,7;24;82,41;152,0;16,67;24
2024;MACROECONOMIA - 2 BIMESTRE;24;6,36;7,05;0,0;10,0;24;75,23;214,0;41,67;24
2024;MACROECONOMIA - 3 BIMESTRE;24;7,28;8,1;0,0;10,0;24;77,31;196,0;16,67;24
2024;MACROECONOMIA - 4 BIMESTRE;24;6,52;7,7;0,0;9,3;24;78,47;186,0;20,83;24
2024;MATEMÁTICA 1A ECO - B1;28;4,46;5,6;0,0;9,0;27;66,47;14062330,0;55,56;28
2024;MATEMÁTICA 1A ECO - B2 ATUALIZADO;29;2,63;1,9;0,0;8,7;27;42,4;30082577,0;81,48;29
2024;MATEMÁTICA 1A ECO - B4;29;2,1;0,0;0,0;9,7;27;32,57;619,0;81,48;29
2024;MATEMÁTICA 1A ECO- B3;28;2,94;0,0;0,0;10,0;26;32,69;8112585,0;65,38;28
2024;MATEMÁTICA 1B ECO - B1;30;3,95;4,4;0,0;10,0;29;71,84;14062282,0;62,07;30
2024;MATEMÁTICA 1B ECO - B2;29;2,75;1,05;0,0;7,9;28;50,94;30082508,0;71,43;29
2024;MATEMÁTICA 1B ECO - B4;29;2,75;0,15;0,0;9,6;28;45,27;521,0;71,43;29
2024;MATEMÁTICA 1B ECO- B3;29;3,23;1,2;0,0;8,9;28;41,17;31102581,0;64,29;29
2024;MERCADO DE CAPITAIS 2B;2;8,4;8,4;6,8;10,0;2;91,66;3,0;0,0;2
2024;MERCADO DE CAPITAIS 3B;2;8,2;8,2;7,6;8,8;2;90,91;4,0;0,0;2
2024;MERCADO DE CAPITAIS 4B;2;4,8;4,8;4,4;5,2;2;100,0;0,0;100,0;2
2024;METEP - 2 BIM - TURMA A;27;4,32;8,0;0,0;9,0;25;40,89;266,0;48,0;27
2024;METEP - 2 BIM - TURMA B;28;4,07;7,0;0,0;8,5;27;39,51;294,0;48,15;28
2024;METEP 1 BIM TURMA A - RETIFICADO;27;4,61;8,0;0,0;9,6;25;44,89;248,0;48,0;27
2024;METEP 1 BIM TURMA A -- RETIFICADO;27;4,61;8,0;0,0;9,6;25;44,89;248,0;48,0;27
2024;METEP TURMA B 1 BIM - RETIFICADO;28;5,58;8,0;0,0;9,0;27;54,73;220,0;33,33;28
2024;METEP-A;27;4,31;6,5;0,0;9,5;50;50,22;448,0;48,0;54
2024;METEP-B;28;3,58;0,0;0,0;9,0;54;43,42;550,0;55,56;56
2024;MICROECONOMIA - 1O BIMESTRE - 2O A;19;4,68;5,0;0,0;9,0;19;73,1;184,0;52,63;19
2024;MICROECONOMIA - 1O BIMESTRE - 2O B;8;5,88;5,5;0,0;10,0;8;75,0;72,0;50,0;8
2024;MICROECONOMIA - 2O BIMESTRE - 2O A;19;6,96;8,8;0,0;10,0;19;67,31;236,0;26,32;19
2024;MICROECONOMIA - 2O BIMESTRE - 2O B;9;6,93;8,5;0,0;10,0;9;69,75;98,0;22,22;9
2024;MICROECONOMIA - 3O BIMESTRE - 2O A;19;5,95;7,0;0,0;9,5;19;63,71;262,0;31,58;19
2024;MICROECONOMIA - 3O BIMESTRE - 2O B;9;7,33;9,0;0,0;10,0;9;70,18;102,0;22,22;9
2024;MICROECONOMIA - 4O BIMESTRE - 2O A;19;7,85;10,0;0,0;10,0;19;74,67;154,0;21,05;19
2024;MICROECONOMIA - 4O BIMESTRE - 2O B;9;7,69;10,0;0,0;10,0;9;74,51;78,0;22,22;9
2024;MONOGRAFIA GRADE 2011-2018 1B ANDRÉ BECHLIN;8;2,92;0,0;0,0;8,4;8;37,5;500,0;62,5;8
2024;MONOGRAFIA GRADE 2011-2018 2B ANDRÉ BECHLIN;8;2,92;0,0;0,0;8,4;8;37,5;500,0;62,5;8
2024;MONOGRAFIA GRADE 2011-2018 3B ANDRÉ BECHLIN;8;2,92;0,0;0,0;8,4;8;37,5;500,0;62,5;8
2024;MONOGRAFIA GRADE 2011-2018 4B ANDRÉ BECHLIN;8;2,92;0,0;0,0;8,4;8;37,5;500,0;62,5;8
2024;MONOGRAFIA GRADE 2019-2022 1B ANDRÉ BECHLIN;34;6,56;8,0;0,0;9,9;34;79,41;448,0;20,59;34
2024;MONOGRAFIA GRADE 2019-2022 2B ANDRÉ BECHLIN;34;6,56;8,0;0,0;9,9;34;79,41;448,0;20,59;34
2024;MONOGRAFIA GRADE 2019-2022 3B ANDRÉ BECHLIN;34;6,56;8,0;0,0;9,9;34;79,41;448,0;20,59;34
2024;MONOGRAFIA GRADE 2019-2022 4B ANDRÉ BECHLIN;34;6,56;8,0;0,0;9,9;34;79,41;448,0;20,59;34
2024;PL: INTEGRAL;19;7,76;9,0;0,0;10,0;19;81,05;72,0;15,79;19
2024;PRIMEIRO BIMESTRE HISTORIA ECONOMICA GERAL A;27;5,86;7,45;0,0;10,0;26;79,91;94,0;30,77;27
2024;PRIMEIRO BIMESTRE HISTÓRIA ECONOMICA GERAL B;30;5,23;6,8;0,0;10,0;30;82,96;92,0;43,33;30
2024;PRIMEIRO BIMESTRE INTRODUCAO A ECONOMIA;31;5,43;7,4;0,0;10,0;31;77,42;252,0;41,94;31
2024;PROJETOS 1B;27;8,56;9,5;0,0;9,8;27;82,65;178,0;7,41;27
2024;PROJETOS 2B;27;7,67;9,5;0,0;9,7;27;74,27;264,0;18,52;27
2024;PROJETOS 3B;27;7,38;9,24;0,0;10,0;27;74,3;229,0;18,52;27
2024;PROJETOS 4B;27;7,78;10,0;0,0;10,0;27;71,54;269,0;22,22;27
2024;QUARTO BIMESTRE HISTÓRIA ECONOMICA GERAL A;26;4,88;8,5;0,0;9,4;24;42,59;248,0;45,83;26
2024;QUARTO BIMESTRE HISTÓRIA ECONOMICA GERAL B;28;4,09;3,2;0,0;9,4;27;52,26;232,0;55,56;28
2024;QUARTO BIMESTRE INTRODUCAO A ECONOMIA;30;2,99;0,0;0,0;8,1;29;48,85;534,0;72,41;30
2024;RC 1 ECONOMIA AGRICOLA;13;7,24;8,75;0,0;10,0;12;86,67;32,0;33,33;13
2024;RC 1 ECONOMIA AGRICOLA PDF;20;6,13;6,6;0,0;10,0;20;85,0;54,0;30,0;20
2024;RC 2 819 3074 B 12524 3924-1;30;4,42;5,2;0,0;10,0;29;50,17;294,0;51,72;30
2024;RC 2 ECONOMIA AGRICOLA;13;8,56;9,5;0,0;10,0;12;86,67;32,0;8,33;13
2024;RC 2 ECONOMIA AGRICOLA PDF;20;7,03;8,3;0,0;10,0;20;75,28;89,0;20,0;20
2024;RC 3 819 3074 B 12524 3924-1;29;3,49;1,5;0,0;9,0;28;42,86;256,0;57,14;29
2024;RC 3 ECONOMIA AGRICOLA;5;8,0;8,0;8,0;8,0;1;0,0;0,0;0,0;5
2024;RC 3 ECONOMIA AGRICOLA PDF;20;7,75;9,0;0,0;10,0;20;76,11;86,0;15,0;20
2024;RC 4 819 3074 B 12524 3924-1;29;4,53;0,0;0,0;10,0;28;40,71;332,0;53,57;29
2024;RC 4 ECONOMIA AGRICOLA A FRENTE;20;7,7;9,0;0,0;10,0;20;77,78;80,0;15,0;20
2024;RC 4 ECONOMIA AGRICOLA B;13;8,67;9,5;0,0;10,0;12;91,67;14,0;8,33;13
2024;RC INTRODUCAO A ADMINISTRACAO 1A 1BIMESTRE;27;5,83;7,0;0,0;10,0;25;73,0;114,0;36,0;27
2024;RC INTRODUCAO A ADMINISTRACAO 1A 2BIMESTRE;27;4,63;5,3;0,0;9,8;25;46,4;268,0;52,0;27
2024;REGISTO DE CLASSE 1B ECO. INTERNACIONAL 20024;22;9,18;9,5;8,0;10,0;22;89,39;84,0;0,0;22
2024;REGISTRO DE CLASSE - INTRODUÇÃO À ADM - 3 BIMESTRE;26;4,76;4,75;0,0;10,0;24;43,52;244,0;50,0;26
2024;REGISTRO DE CLASSE - INTRODUÇÃO À ADM - 4 BIMESTRE;26;2,55;0,0;0,0;7,5;24;39,88;202,0;79,17;26
2024;REGISTRO DE CLASSE 1B DESENVOLVIMENTO 20024;21;9,36;9,5;9,0;9,5;21;96,67;14,0;0,0;21
2024;REGISTRO DE CLASSE ECONOMIA POLÍTICA - A - PRIMEIRO BIMESTRE - ANO LETIVO 2024 EM PDF;16;7,31;9,0;0,0;10,0;16;70,0;96,0;18,75;16
2024;REGISTRO DE CLASSE ECONOMIA POLÍTICA - A - SEGUNDO BIMESTRE - 2024 EM PDF;16;5,94;8,25;0,0;10,0;16;59,66;142,0;31,25;16
2024;REGISTRO DE CLASSE ECONOMIA POLÍTICA - A - TERCEIRO BIMESTRE - ANO LETIVO 2024 EM PDF;16;6,66;8,25;0,0;10,0;16;64,58;102,0;25,0;16
2024;REGISTRO DE CLASSE ECONOMIA POLÍTICA - B - PRIMEIRO BIMESTRE - ANO LETIVO 2024 CORRIGIDO APÓS CONFER EM PDF;13;7,96;9,0;0,0;10,0;13;90,0;26,0;15,38;13
2024;REGISTRO DE CLASSE ECONOMIA POLÍTICA - B - TERCEIRO BIMESTRE - ANO LETIVO 2024 EM PDF;13;8,75;9,0;7,0;10,0;12;95,37;10,0;0,0;13
2024;REGISTRO DE CLASSE ECONOMIA POLÍTICA - B -SEGUNDO BIMESTRE 2024 EM PDF E ASSINADO;13;8,71;8,75;7,0;10,0;12;87,12;34,0;0,0;13
2024;REGISTRO DE CLASSE1B TEPEC II 2024;25;5,52;5,2;0,0;9,6;25;96,0;29,0;60,0;25
2024;SEGUNDO BIMESTRE HISTORIA ECONOMICA GERAL A;27;5,17;7,4;0,0;10,0;26;50,0;234,0;46,15;27
2024;SEGUNDO BIMESTRE HISTÓRIA ECONOMICA GERAL B;28;3,42;2,75;0,0;10,0;28;50,4;250,0;71,43;28
2024;SEGUNDO BIMESTRE INTRODUCAO A ECONOMIA;30;4,0;3,3;0,0;10,0;30;57,59;458,0;63,33;30
2024;SOCIOLOGIA 1 BIM TURMA A - RETIFICADO;25;4,93;8,5;0,0;9,5;23;48,31;214,0;43,48;25
2024;SOCIOLOGIA 1 BIM TURMA B - RETIFICADO;28;5,67;8,5;0,0;9,0;27;55,56;216,0;33,33;28
2024;SOCIOLOGIA 2 BIM - TURMA A;25;4,8;7,8;0,0;9,5;23;44,45;230,0;43,48;25
2024;SOCIOLOGIA 2 BIM - TURMA B;28;4,08;3,0;0,0;9,5;27;41,15;286,0;51,85;28
2024;SOCIOLOGIA-A;25;5,02;8,0;0,0;9,5;46;55,31;370,0;43,48;50
2024;SOCIOLOGIA-B;28;3,99;0,0;0,0;10,0;54;48,15;504,0;51,85;56
2024;TERCEIRO BIMESTRE HISTÓRIA ECONOMICA GERAL A;26;4,86;6,85;0,0;10,0;24;49,07;220,0;50,0;26
2024;TERCEIRO BIMESTRE HISTÓRIA ECONOMICA GERAL B;28;3,8;0,0;0,0;10,0;27;50,41;241,0;62,96;28
2024;TERCEIRO BIMESTRE INTRODUCAO A ECONOMIA;30;3,94;0,0;0,0;9,8;29;52,49;496,0;51,72;30
